Ngày,Lần cuối,Mở,Cao,Thấp,KL,% Thay đổi
28/04/2023,15550,15550,15700,15500,1.44M,0.65%
27/04/2023,15450,15450,15800,15350,2.55M,0.65%
26/04/2023,15350,15100,15350,15000,1.12M,1.66%
25/04/2023,15100,15350,15500,15050,1.30M,-1.31%
24/04/2023,15300,15150,15300,14950,758.10K,1.32%
21/04/2023,15100,15100,15350,15100,1.20M,-0.33%
20/04/2023,15150,14850,15300,14850,1.20M,0.66%
19/04/2023,15050,15600,15650,15000,1.69M,-2.90%
18/04/2023,15500,15500,15600,15300,1.66M,0.65%
17/04/2023,15400,15300,15500,15200,1.38M,0.65%
14/04/2023,15300,16000,16050,15300,4.57M,-4.08%
13/04/2023,15950,16400,16450,15950,2.23M,-2.45%
12/04/2023,16350,16550,16800,16300,4.96M,0.62%
11/04/2023,16250,15900,16250,15700,2.59M,2.20%
10/04/2023,15900,16100,16300,15900,3.13M,0.00%
07/04/2023,15900,15700,15900,15500,2.32M,1.92%
06/04/2023,15600,16300,16400,15600,4.86M,-3.70%
05/04/2023,16200,15900,16350,15800,3.49M,1.57%
04/04/2023,15950,15900,15950,15700,2.98M,0.00%
03/04/2023,15950,15750,15950,15600,3.79M,2.90%
31/03/2023,15500,14700,15500,14650,5.44M,5.44%
30/03/2023,14700,15000,15000,14700,1.53M,-0.34%
29/03/2023,14750,14800,14850,14600,1.24M,-0.34%
28/03/2023,14800,15050,15150,14800,2.68M,-0.67%
27/03/2023,14900,14900,15000,14800,1.53M,0.68%
24/03/2023,14800,14650,15050,14600,2.47M,2.07%
23/03/2023,14500,14300,14550,14300,835.20K,0.00%
22/03/2023,14500,14550,14650,14450,1.13M,0.35%
21/03/2023,14450,14400,14550,14100,1.12M,0.70%
20/03/2023,14350,14800,14900,14250,1.91M,-3.69%
17/03/2023,14900,15000,15100,14800,1.29M,0.34%
16/03/2023,14850,15000,15100,14650,1.71M,-2.30%
15/03/2023,15200,14700,15200,14550,2.07M,6.29%
14/03/2023,14300,14950,15000,14300,2.16M,-4.35%
13/03/2023,14950,14800,15050,14750,2.60M,-0.33%
10/03/2023,15000,15000,15300,14900,2.68M,-0.99%
09/03/2023,15150,14550,15300,14550,3.77M,4.48%
08/03/2023,14500,14250,14500,14150,1.54M,0.69%
07/03/2023,14400,14250,14450,14250,560.40K,1.41%
06/03/2023,14200,14500,14650,14200,931.10K,0.71%
03/03/2023,14100,14400,14550,14100,1.05M,-1.05%
02/03/2023,14250,14450,14650,14250,969.30K,-1.04%
01/03/2023,14400,14000,14400,13900,980.80K,3.23%
28/02/2023,13950,14100,14300,13850,898.90K,0.00%
27/02/2023,13950,14250,14300,13950,1.28M,-2.45%
24/02/2023,14300,14800,14800,14300,956.30K,-3.38%
23/02/2023,14800,14550,14800,14200,2.49M,1.72%
22/02/2023,14550,15200,15250,14550,2.36M,-5.21%
21/02/2023,15350,15500,15750,15350,1.98M,-0.65%
20/02/2023,15450,14850,15450,14750,2.36M,5.10%
17/02/2023,14700,14750,15000,14600,1.15M,-0.34%
16/02/2023,14750,14750,14800,14500,1.17M,1.72%
15/02/2023,14500,14200,14650,14050,1.37M,2.47%
14/02/2023,14150,14200,14300,13950,1.16M,1.07%
13/02/2023,14000,14550,14650,13800,2.73M,-4.44%
10/02/2023,14650,15000,15000,14600,1.43M,-2.01%
09/02/2023,14950,14800,15200,14800,1.33M,1.36%
08/02/2023,14750,15000,15300,14550,1.59M,-0.34%
07/02/2023,14800,15750,15750,14800,2.47M,-5.13%
06/02/2023,15600,15350,15600,15200,1.20M,1.30%
03/02/2023,15400,15250,15500,15050,1.56M,0.98%
02/02/2023,15250,15700,15700,15000,2.19M,-1.93%
01/02/2023,15550,16900,16900,15550,2.98M,-6.89%
31/01/2023,16700,16000,16800,15900,3.56M,1.21%
30/01/2023,16500,17200,17200,16500,3.34M,-2.08%
27/01/2023,16850,16800,17050,16450,2.61M,3.37%
19/01/2023,16300,16050,16300,15900,2.76M,1.88%
18/01/2023,16000,15850,16050,15550,2.82M,1.59%
17/01/2023,15750,15300,15750,15300,3.92M,3.62%
16/01/2023,15200,14600,15200,14450,3.51M,4.47%
13/01/2023,14550,14950,15100,14550,2.04M,-1.69%
12/01/2023,14800,14650,14900,14500,2.00M,2.07%
11/01/2023,14500,14400,14700,14400,1.97M,0.69%
10/01/2023,14400,14200,14450,14000,1.56M,0.00%
09/01/2023,14400,14650,14700,14150,1.74M,0.00%
06/01/2023,14400,15050,15100,14100,2.61M,-3.36%
05/01/2023,14900,14900,15200,14800,3.01M,0.34%
04/01/2023,14850,14700,15000,14450,1.94M,1.71%
03/01/2023,14600,13800,14600,13800,2.17M,5.80%
30/12/2022,13800,13900,14100,13750,576.40K,0.00%
29/12/2022,13800,14200,14250,13800,664.90K,-2.82%
28/12/2022,14200,14400,14450,14050,656.60K,-0.35%
27/12/2022,14250,13350,14250,13350,1.26M,6.74%
26/12/2022,13350,14250,14400,13350,1.93M,-6.97%
23/12/2022,14350,14450,14750,14150,1.19M,-1.03%
22/12/2022,14500,14550,14600,14100,885.00K,2.11%
21/12/2022,14200,14300,14800,13500,2.09M,-0.70%
20/12/2022,14300,15200,15400,14250,3.36M,-6.54%
19/12/2022,15300,15800,16150,15300,2.38M,-3.16%
16/12/2022,15800,15300,16350,15300,3.95M,1.28%
15/12/2022,15600,15400,16000,15300,2.77M,0.65%
14/12/2022,15500,15200,15800,14900,3.43M,3.33%
13/12/2022,15000,14800,15050,14300,2.31M,1.35%
12/12/2022,14800,15250,15750,14800,2.61M,-1.66%
09/12/2022,15050,14750,15250,14450,1.87M,2.38%
08/12/2022,14700,14250,14950,14250,1.56M,5.00%
07/12/2022,14000,14400,14800,14000,1.98M,-3.78%
06/12/2022,14550,15500,15500,14550,3.84M,-6.73%
05/12/2022,15600,15950,16050,15400,2.98M,0.65%
02/12/2022,15500,15000,15500,14500,2.30M,4.73%
01/12/2022,14800,14500,15150,14300,4.15M,4.23%
30/11/2022,14200,14200,14600,13800,3.12M,0.35%
29/11/2022,14150,14350,14350,13500,3.88M,0.35%
28/11/2022,14100,14000,14200,13750,3.06M,4.44%
25/11/2022,13500,13500,13750,13200,2.08M,3.85%
24/11/2022,13000,12550,13100,12350,2.15M,3.59%
23/11/2022,12550,12700,12950,12450,1.36M,-0.40%
22/11/2022,12600,13350,13700,12250,3.40M,-3.08%
21/11/2022,13000,12450,13000,12400,2.82M,7.00%
18/11/2022,12150,11500,12150,11200,3.22M,6.58%
17/11/2022,11400,10950,11400,10900,1.83M,6.54%
16/11/2022,10700,9550,10700,9300,2.33M,7.00%
15/11/2022,10000,10500,10850,10000,2.91M,-6.98%
14/11/2022,10750,11100,11650,10750,1.91M,-6.93%
11/11/2022,11550,12650,12750,11550,1.72M,-6.85%
10/11/2022,12400,13000,13250,12400,1.91M,-6.77%
09/11/2022,13300,13300,13550,12900,963.60K,1.92%
08/11/2022,13050,12200,13050,12200,1.17M,4.82%
07/11/2022,12450,13350,13650,12450,1.56M,-6.74%
04/11/2022,13350,14000,14300,13350,1.63M,-6.32%
03/11/2022,14250,13800,14500,13800,1.20M,0.35%
02/11/2022,14200,14600,14700,14200,1.17M,-2.07%
01/11/2022,14500,14700,14900,14400,1.26M,0.69%
31/10/2022,14400,14600,14700,13900,1.10M,-0.69%
28/10/2022,14500,14650,15100,14350,1.43M,0.69%
27/10/2022,14400,13650,14400,13600,1.51M,6.67%
26/10/2022,13500,13350,14000,13300,1.29M,1.50%
25/10/2022,13300,13800,14500,13100,2.84M,-5.34%
24/10/2022,14050,15000,15200,14050,1.69M,-6.95%
21/10/2022,15100,16300,16300,15100,2.12M,-6.79%
20/10/2022,16200,16500,16700,16150,1.04M,-2.11%
19/10/2022,16550,16950,16950,16500,1.13M,-1.49%
18/10/2022,16800,17150,17150,16750,1.25M,1.20%
17/10/2022,16600,16400,16600,16000,1.25M,0.91%
14/10/2022,16450,16600,16700,16250,1.90M,2.81%
13/10/2022,16000,16000,16300,15900,799.20K,0.31%
12/10/2022,15950,14650,16400,14650,1.46M,3.98%
11/10/2022,15340,16119,16460,15340,1.99M,-6.80%
10/10/2022,16460,16168,16752,15632,1.89M,1.81%
07/10/2022,16168,17239,17239,16168,2.27M,-6.74%
06/10/2022,17337,18651,18651,17337,1.51M,-6.81%
05/10/2022,18603,18311,18700,18116,1.02M,4.66%
04/10/2022,17775,19090,19382,17775,1.66M,-6.17%
03/10/2022,18944,20405,20405,18944,1.14M,-6.94%
30/09/2022,20356,19772,20405,18992,1.59M,0.00%
29/09/2022,20356,21866,22012,20356,1.12M,-5.86%
28/09/2022,21622,21719,22206,21330,1.05M,-2.42%
27/09/2022,22158,22353,22499,22012,878.70K,-1.09%
26/09/2022,22401,22060,22547,21330,1.97M,-1.50%
23/09/2022,22742,23327,23327,22645,1.00M,-1.06%
22/09/2022,22986,22499,23034,22450,1.42M,1.50%
21/09/2022,22645,22693,23180,22596,846.60K,-1.06%
20/09/2022,22888,22401,23034,22158,1.31M,2.62%
19/09/2022,22304,23960,23960,22304,3.15M,-6.91%
16/09/2022,23960,24739,24739,23960,1.71M,-3.53%
15/09/2022,24836,24544,25274,24154,2.67M,2.00%
14/09/2022,24349,23716,24349,23716,1.84M,-0.20%
13/09/2022,24398,24154,24447,23911,1.51M,0.20%
12/09/2022,24349,24934,25031,24203,1.44M,-1.38%
09/09/2022,24690,24544,24690,22645,3.55M,1.40%
08/09/2022,24349,25177,25421,24349,2.27M,-3.10%
07/09/2022,25128,25323,26200,25128,5.22M,-0.39%
06/09/2022,25226,25713,26005,25080,2.68M,-1.15%
05/09/2022,25518,25567,26638,25518,2.62M,-0.57%
31/08/2022,25664,25956,26102,25469,1.89M,-1.13%
30/08/2022,25956,24349,25956,24349,8.00M,6.81%
29/08/2022,24301,24154,24301,23375,2.56M,-1.77%
26/08/2022,24739,24836,24836,24252,1.74M,-0.20%
25/08/2022,24788,23570,24787,23570,5.09M,5.38%
24/08/2022,23521,23473,23619,23229,1.16M,0.84%
23/08/2022,23327,22742,23375,22742,1.18M,1.27%
22/08/2022,23034,23375,23473,22742,1.95M,-2.27%
19/08/2022,23570,23667,23814,23327,1.16M,-0.62%
18/08/2022,23716,23667,24057,23521,1.41M,-0.81%
17/08/2022,23911,24252,24349,23862,1.71M,-1.01%
16/08/2022,24154,23960,24252,23960,1.15M,-0.20%
15/08/2022,24203,24593,24641,24203,1.07M,0.00%
12/08/2022,24203,23862,24301,23862,995.20K,0.61%
11/08/2022,24057,24593,24739,23667,2.42M,-1.40%
10/08/2022,24398,24495,24593,24349,1.45M,-0.79%
09/08/2022,24593,24398,24641,24301,1.58M,0.60%
08/08/2022,24447,24154,24641,24154,1.95M,1.41%
05/08/2022,24106,23960,24106,23667,1.84M,0.61%
04/08/2022,23960,24301,24690,23862,1.95M,-0.40%
03/08/2022,24057,24106,24203,23814,1.64M,-0.40%
02/08/2022,24154,23862,24447,23862,2.21M,0.40%
01/08/2022,24057,23375,24057,23180,2.62M,3.35%
29/07/2022,23278,23521,23570,23132,1.90M,-0.21%
28/07/2022,23327,22888,23473,22645,2.56M,3.68%
27/07/2022,22499,21914,22596,21817,1.72M,1.54%
26/07/2022,22158,22255,22547,22012,1.04M,-0.22%
25/07/2022,22207,22888,22888,22207,1.19M,-2.98%
22/07/2022,22888,23083,23570,22888,1.65M,-0.84%
21/07/2022,23083,23278,23473,22986,1.54M,-0.42%
20/07/2022,23180,22986,23521,22694,2.48M,2.59%
19/07/2022,22596,22596,22840,22060,1.29M,0.00%
18/07/2022,22596,22791,23229,22499,1.50M,0.22%
15/07/2022,22547,22645,23083,22499,1.78M,-0.22%
14/07/2022,22596,21817,22791,21817,1.62M,2.88%
13/07/2022,21963,22206,22742,21963,2.14M,0.67%
12/07/2022,21817,20405,21817,20405,2.47M,6.92%
11/07/2022,20405,20794,20940,20307,876.60K,-1.18%
08/07/2022,20648,20843,21038,20453,931.00K,2.17%
07/07/2022,20210,20015,20648,19966,942.20K,-0.48%
06/07/2022,20307,20843,21281,20307,1.52M,-3.47%
05/07/2022,21038,22109,22109,21038,1.18M,-3.57%
04/07/2022,21817,22304,22401,21525,692.60K,-0.88%
01/07/2022,22012,21914,22012,21184,1.29M,0.22%
30/06/2022,21963,22401,22596,21914,1.03M,-1.53%
29/06/2022,22304,22791,22888,21914,1.66M,-2.55%
28/06/2022,22888,22693,23180,22596,874.50K,0.64%
27/06/2022,22742,22401,22742,22158,1.05M,2.64%
24/06/2022,22158,22255,22693,22012,1.01M,0.22%
23/06/2022,22109,21233,22109,21233,874.20K,4.13%
22/06/2022,21233,21914,21914,21135,1.26M,0.46%
21/06/2022,21135,21233,21914,20307,2.34M,-0.46%
20/06/2022,21233,22109,22596,21135,2.66M,-3.96%
17/06/2022,22109,22012,22401,21427,2.06M,-3.40%
16/06/2022,22888,23180,23619,22888,1.70M,1.95%
15/06/2022,22450,24106,24252,22450,2.01M,-6.87%
14/06/2022,24106,23278,24349,22791,1.74M,1.85%
13/06/2022,23667,24057,24934,23667,3.14M,-6.90%
10/06/2022,25421,26492,27271,25323,2.51M,-4.92%
09/06/2022,26735,26979,27466,26687,2.46M,1.48%
08/06/2022,26346,25031,26346,25031,2.88M,6.92%
07/06/2022,24641,24349,24641,23570,1.92M,0.60%
06/06/2022,24495,24349,25128,24349,1.44M,0.60%
03/06/2022,24349,25128,25177,24349,1.65M,-3.10%
02/06/2022,25128,24349,25469,24301,2.15M,2.58%
01/06/2022,24495,24349,24739,24154,1.17M,-0.20%
31/05/2022,24544,24787,24787,24252,2.36M,-0.98%
30/05/2022,24788,24836,25128,24739,1.31M,-0.20%
27/05/2022,24836,24787,25421,24690,1.57M,0.59%
26/05/2022,24690,24739,25128,24349,1.51M,0.00%
25/05/2022,24690,23570,24787,23278,2.62M,4.97%
24/05/2022,23521,23034,23521,22499,1.72M,1.90%
23/05/2022,23083,23473,23716,22353,1.29M,0.00%
20/05/2022,23083,22742,23570,22353,2.38M,3.27%
19/05/2022,22353,21817,22547,21525,1.74M,-1.71%
18/05/2022,22742,22986,23327,22401,1.90M,0.00%
17/05/2022,22742,20843,22742,20453,2.21M,6.87%
16/05/2022,21281,22158,22158,21233,2.35M,2.58%
13/05/2022,20746,22304,22401,20746,2.33M,-6.99%
12/05/2022,22304,24301,24739,22304,1.88M,-6.91%
11/05/2022,23960,24106,24203,23473,1.01M,-0.61%
10/05/2022,24106,23180,24301,22888,1.74M,-0.80%
09/05/2022,24301,25615,25713,24301,2.12M,-6.90%
06/05/2022,26102,26979,27466,26102,1.43M,-4.96%
05/05/2022,27466,28050,28050,26784,1.27M,0.53%
04/05/2022,27320,28148,28148,27320,1.41M,-2.77%
29/04/2022,28099,27661,28489,27661,1.75M,0.35%
28/04/2022,28002,28342,28489,27856,1.10M,-1.20%
27/04/2022,28343,27709,28537,27076,1.29M,2.11%
26/04/2022,27758,25810,27758,24934,2.03M,3.83%
25/04/2022,26735,28245,29219,26735,3.15M,-6.95%
22/04/2022,28732,30290,30875,27661,4.60M,-3.28%
21/04/2022,29706,30729,32092,29560,4.40M,-6.30%
20/04/2022,31703,33797,34576,31703,2.85M,-7.00%
19/04/2022,34089,36037,36037,34089,2.94M,-4.89%
18/04/2022,35842,34722,36232,34722,5.97M,2.22%
15/04/2022,35063,33651,35550,33602,4.28M,4.20%
14/04/2022,33651,33894,34527,33505,1.54M,0.14%
13/04/2022,33602,32141,33845,32092,2.26M,4.55%
12/04/2022,32141,33943,34186,32141,2.77M,-5.31%
08/04/2022,33943,35550,35647,33894,2.76M,-3.99%
07/04/2022,35355,36037,36816,35355,3.50M,-1.89%
06/04/2022,36037,35063,36037,35063,3.66M,1.65%
05/04/2022,35452,35258,36426,35063,3.27M,-0.27%
04/04/2022,35550,34089,35550,33943,6.23M,5.64%
01/04/2022,33651,33212,33845,32920,1.69M,1.62%
31/03/2022,33115,32969,33602,32920,1.18M,0.44%
30/03/2022,32969,33407,33894,32920,1.49M,-1.88%
29/03/2022,33602,33066,33797,33066,1.18M,1.92%
28/03/2022,32969,33261,33797,32920,2.27M,-2.45%
25/03/2022,33797,33991,33991,33505,1.12M,-0.57%
24/03/2022,33992,34186,34527,33894,1.86M,-1.41%
23/03/2022,34479,34186,34527,33797,1.85M,2.16%
22/03/2022,33748,33894,34478,33748,1.61M,0.14%
21/03/2022,33699,33456,33748,32920,1.45M,1.76%
18/03/2022,33115,33310,33310,33018,1.03M,0.59%
17/03/2022,32920,33115,33310,32823,1.03M,0.30%
16/03/2022,32823,33212,33504,32725,1.26M,-0.44%
15/03/2022,32969,32336,33115,32336,980.10K,1.50%
14/03/2022,32482,33602,33602,31995,2.34M,-3.33%
11/03/2022,33602,34576,34868,33553,2.60M,-2.95%
10/03/2022,34625,35258,35404,34576,1.42M,-1.25%
09/03/2022,35063,35404,35647,34381,2.16M,-0.83%
08/03/2022,35355,35550,36816,35160,3.78M,-1.22%
07/03/2022,35793,35063,35939,34771,3.26M,2.08%
04/03/2022,35063,35452,35793,34771,3.16M,-0.83%
03/03/2022,35355,34917,35355,34771,2.75M,2.54%
02/03/2022,34479,35160,35306,34430,3.34M,-0.84%
01/03/2022,34771,33310,34917,33310,4.76M,4.54%
28/02/2022,33261,33407,33407,32628,1.90M,0.44%
25/02/2022,33115,33310,33602,33115,1.51M,0.89%
24/02/2022,32823,33358,33894,31264,3.12M,-1.61%
23/02/2022,33358,33407,34478,33115,2.39M,0.00%
22/02/2022,33358,33651,33651,32725,1.52M,-1.01%
21/02/2022,33699,32628,33797,32628,2.34M,2.98%
18/02/2022,32725,32871,33018,32579,1.59M,-1.18%
17/02/2022,33115,33115,33456,32871,1.26M,0.74%
16/02/2022,32871,33115,33115,32774,760.90K,1.20%
15/02/2022,32482,32238,32725,32238,828.90K,0.15%
14/02/2022,32433,32871,33115,32336,1.17M,-1.91%
11/02/2022,33066,32238,33602,32238,1.52M,1.04%
10/02/2022,32725,32287,32823,31946,1.46M,1.51%
09/02/2022,32238,32336,32531,31946,1.14M,0.30%
08/02/2022,32141,31459,32433,31264,1.17M,2.48%
07/02/2022,31362,31167,31362,30875,865.40K,3.21%
28/01/2022,30388,29901,30388,29755,953.70K,1.63%
27/01/2022,29901,30193,30583,29901,689.00K,-0.97%
26/01/2022,30193,30972,31021,30193,1.07M,-0.80%
25/01/2022,30437,28440,30534,28440,1.58M,3.65%
24/01/2022,29365,31557,31654,29365,2.23M,-6.94%
21/01/2022,31557,32141,32482,31557,1.67M,-0.31%
20/01/2022,31654,31557,32044,30972,1.48M,2.20%
19/01/2022,30972,30875,31751,30290,1.77M,2.25%
18/01/2022,30290,31557,32141,30290,2.90M,-6.47%
17/01/2022,32384,34771,34965,32384,4.52M,-6.86%
14/01/2022,34771,34284,35355,34284,1.69M,0.56%
13/01/2022,34576,36134,36524,34576,3.36M,-4.05%
12/01/2022,36037,35842,36037,34138,4.42M,0.54%
11/01/2022,35842,36621,37011,35842,3.29M,-2.39%
10/01/2022,36719,37595,38180,36719,4.46M,-2.08%
07/01/2022,37498,37498,38374,37206,2.83M,-0.26%
06/01/2022,37595,37011,38326,36816,4.13M,0.52%
05/01/2022,37400,36621,37693,36232,5.61M,2.13%
04/01/2022,36621,36232,36962,36037,2.27M,1.76%
31/12/2021,35988,36232,36426,35891,2.17M,-0.14%
30/12/2021,36037,35939,36475,35891,2.38M,0.27%
29/12/2021,35939,36621,36913,35842,6.19M,-2.51%
28/12/2021,36865,37595,37985,36719,4.19M,-1.94%
27/12/2021,37595,37887,38180,37108,2.79M,-1.15%
24/12/2021,38034,38082,39202,37790,3.95M,0.13%
23/12/2021,37985,38326,38764,37449,4.28M,0.00%
22/12/2021,37985,36913,38910,36719,7.89M,3.45%
21/12/2021,36719,36524,37303,36134,2.77M,0.27%
20/12/2021,36621,37206,37254,36475,2.39M,-1.70%
17/12/2021,37254,37011,37985,36913,2.96M,1.06%
16/12/2021,36865,37011,37400,36719,1.84M,0.26%
15/12/2021,36767,37011,37839,36670,2.61M,-1.05%
14/12/2021,37157,37498,38033,36524,2.70M,-0.91%
13/12/2021,37498,37011,37887,36621,2.82M,2.67%
10/12/2021,36524,36329,37011,36329,2.20M,0.40%
09/12/2021,36378,36037,36767,35745,1.61M,0.95%
08/12/2021,36037,35988,37303,35696,1.84M,1.09%
07/12/2021,35647,35550,36037,35209,1.45M,1.67%
06/12/2021,35063,35550,36232,34332,2.69M,-1.37%
03/12/2021,35550,37352,37985,35550,3.25M,-5.56%
02/12/2021,37644,37108,38764,37060,2.67M,0.39%
01/12/2021,37498,37595,37985,37011,1.97M,-0.77%
30/11/2021,37790,36329,38326,36329,7.46M,5.43%
29/11/2021,35842,35063,36037,34966,2.72M,-0.41%
26/11/2021,35988,36913,37011,35745,3.37M,-2.25%
25/11/2021,36816,36524,37498,36426,2.64M,1.61%
24/11/2021,36232,36572,36962,36037,2.88M,-0.80%
23/11/2021,36524,34284,36524,34284,2.45M,5.34%
22/11/2021,34673,36086,36719,34673,5.21M,-5.57%
19/11/2021,36719,38861,39056,36134,6.32M,-5.40%
18/11/2021,38813,38764,39592,38667,4.02M,-0.38%
17/11/2021,38959,38326,39835,37985,3.34M,1.65%
16/11/2021,38326,39397,39397,38131,5.34M,-2.84%
15/11/2021,39446,40420,40566,38959,6.69M,-2.17%
12/11/2021,40322,40907,41199,39738,2.87M,-1.19%
11/11/2021,40809,40176,41686,39397,7.15M,1.95%
10/11/2021,40030,39640,40712,39056,4.58M,1.23%
09/11/2021,39543,39738,40127,39300,3.74M,-0.25%
08/11/2021,39641,39348,40420,39154,4.28M,1.50%
05/11/2021,39056,39154,39640,38861,4.26M,0.38%
04/11/2021,38910,38861,39835,38277,4.40M,1.65%
03/11/2021,38277,42173,42173,38277,6.91M,-6.65%
02/11/2021,41004,38180,41004,37985,8.46M,6.99%
01/11/2021,38326,38764,38959,37985,5.67M,-1.13%
29/10/2021,38764,39446,39835,38520,4.72M,-0.62%
28/10/2021,39007,38959,39835,38180,4.76M,0.13%
27/10/2021,38959,38569,39738,38228,6.28M,1.39%
26/10/2021,38423,38277,38569,37595,2.91M,0.38%
25/10/2021,38277,37790,39202,37303,8.64M,2.61%
22/10/2021,37303,36183,37449,36134,5.28M,3.23%
21/10/2021,36134,36816,36816,35939,2.64M,-1.07%
20/10/2021,36524,36475,36816,36134,2.72M,0.00%
19/10/2021,36524,36816,36816,36232,3.83M,-0.92%
18/10/2021,36865,37206,37790,36816,4.12M,-0.92%
15/10/2021,37206,37595,37985,36816,3.56M,-0.52%
14/10/2021,37400,36865,37790,36621,4.98M,2.40%
13/10/2021,36524,36719,36719,36280,2.50M,-0.79%
12/10/2021,36816,37206,37206,36670,4.80M,0.00%
11/10/2021,36816,37011,37303,36621,2.92M,0.40%
08/10/2021,36670,37303,37449,36573,3.44M,-1.44%
07/10/2021,37206,37303,37595,36816,4.04M,0.92%
06/10/2021,36865,36670,37352,36573,2.93M,0.93%
05/10/2021,36524,36378,36913,36183,3.01M,1.08%
04/10/2021,36134,35355,36572,35160,3.46M,2.77%
01/10/2021,35160,34819,35501,34576,2.70M,0.56%
30/09/2021,34966,35501,35550,34966,1.72M,-0.28%
29/09/2021,35063,34771,35647,34771,3.53M,0.56%
28/09/2021,34868,34235,35112,34040,4.57M,0.56%
27/09/2021,34673,36426,36524,34673,3.94M,-3.78%
24/09/2021,36037,36378,37011,36037,2.89M,-0.54%
23/09/2021,36232,37011,37498,36037,3.71M,0.54%
22/09/2021,36037,35550,36232,35355,3.56M,1.65%
21/09/2021,35452,35842,36378,34430,6.77M,-2.67%
20/09/2021,36426,37693,37985,36426,4.25M,-2.98%
17/09/2021,37547,37498,38131,37011,3.73M,0.39%
16/09/2021,37400,37108,37790,37108,2.23M,-0.26%
15/09/2021,37498,36475,37790,36475,2.47M,1.32%
14/09/2021,37011,36524,37303,36134,3.67M,0.80%
13/09/2021,36719,38180,38277,36524,7.51M,-4.07%
10/09/2021,38277,38959,38959,38180,3.42M,-1.63%
09/09/2021,38910,38033,38910,37887,4.01M,2.44%
08/09/2021,37985,37887,38667,37498,4.27M,0.39%
07/09/2021,37839,38277,38910,37644,6.22M,-1.14%
06/09/2021,38277,39933,39933,38277,6.79M,-2.00%
01/09/2021,39056,37011,39446,37011,8.43M,3.48%
31/08/2021,37741,36621,38861,36378,9.61M,3.06%
30/08/2021,36621,36962,37303,36232,5.45M,0.53%
27/08/2021,36426,34089,36426,33602,7.52M,5.35%
26/08/2021,34576,34673,35452,34235,4.53M,0.85%
25/08/2021,34284,33407,34284,33212,3.38M,3.53%
24/08/2021,33115,33310,34089,32823,6.46M,-0.58%
23/08/2021,33310,35160,35939,33310,7.32M,-5.91%
20/08/2021,35404,37595,37985,35160,12.42M,-6.31%
19/08/2021,37790,36378,37985,36232,6.67M,3.33%
18/08/2021,36573,36037,37303,35891,4.80M,0.13%
17/08/2021,36524,36621,37498,36134,7.54M,0.81%
16/08/2021,36232,34381,36232,34089,10.69M,6.90%
13/08/2021,33894,33212,33991,32677,4.72M,1.46%
12/08/2021,33407,32920,34284,32628,5.68M,0.59%
11/08/2021,33212,34089,34284,33164,6.14M,-2.57%
10/08/2021,34089,34527,34625,33894,6.39M,-0.57%
09/08/2021,34284,33115,34430,33115,5.09M,2.92%
06/08/2021,33310,33943,34284,33310,5.65M,-1.87%
05/08/2021,33943,32531,34235,32141,9.05M,4.19%
04/08/2021,32579,33018,33212,32287,4.16M,-0.74%
03/08/2021,32823,32628,33018,31946,4.86M,0.60%
02/08/2021,32628,32141,33504,32141,6.19M,-0.59%
30/07/2021,32823,32433,32920,32190,5.20M,1.66%
29/07/2021,32287,31800,32433,31362,4.27M,1.53%
28/07/2021,31800,31703,32336,31459,4.19M,-0.46%
27/07/2021,31946,32141,32628,31703,4.46M,0.92%
26/07/2021,31654,30193,31654,29998,5.02M,4.84%
23/07/2021,30193,30290,31508,30144,6.44M,-1.59%
22/07/2021,30680,29414,30923,29170,4.44M,4.30%
21/07/2021,29414,30193,30485,29219,2.46M,-1.95%
20/07/2021,29998,29170,29998,28245,4.15M,5.48%
19/07/2021,28440,29219,29998,28440,5.44M,-6.86%
16/07/2021,30534,29706,31118,29706,4.05M,2.79%
15/07/2021,29706,28099,29803,28099,3.20M,4.10%
14/07/2021,28537,28976,29998,27661,3.72M,-2.33%
13/07/2021,29219,28829,29706,28440,3.52M,2.04%
12/07/2021,28635,29219,29901,28635,7.09M,-6.96%
09/07/2021,30777,32238,32920,30777,9.41M,-6.92%
08/07/2021,33066,33943,33943,32628,3.89M,-2.02%
07/07/2021,33748,33310,33797,31167,5.96M,2.51%
06/07/2021,32920,35793,36719,32920,7.99M,-6.89%
05/07/2021,35355,35160,35647,34673,4.53M,0.28%
02/07/2021,35258,35452,35793,35063,3.96M,-0.55%
01/07/2021,35452,34186,35891,34089,6.76M,4.00%
30/06/2021,34089,34576,34917,34089,3.73M,-1.96%
29/06/2021,34771,35063,35988,34673,4.64M,-1.65%
28/06/2021,35355,34186,35550,33699,6.79M,3.86%
25/06/2021,34040,33894,34284,33602,3.66M,0.43%
24/06/2021,33894,32384,34527,32384,5.82M,3.88%
23/06/2021,32628,33310,33602,32238,7.70M,-2.47%
22/06/2021,33456,34089,34332,33407,5.91M,-0.43%
21/06/2021,33602,33310,34381,33018,6.69M,0.00%
18/06/2021,33602,33066,34965,32531,8.78M,1.62%
17/06/2021,33066,30534,33115,30388,9.88M,5.93%
16/06/2021,31216,31654,32044,31070,7.69M,0.79%
15/06/2021,30972,29219,30972,29024,9.61M,6.89%
14/06/2021,28976,28635,29414,28245,5.24M,2.06%
11/06/2021,28391,28050,28781,27661,4.20M,2.28%
10/06/2021,27758,27758,28537,27271,4.22M,-2.73%
09/06/2021,28537,28245,29122,27271,5.54M,0.17%
